customer_id,spend,first_month,items_in_first_month,region,loyalty_years,joining_month,promotion
0172,140.53,20.13,8,Middle East/Africa,5-10,Jul,No
0173,141.31,15.16,10,Asia/Pacific,0-1,Feb,Yes
0174,146.68,18.29,5,Asia/Pacific,3-5,Oct,No
0176,148.36,20.15,8,Middle East/Africa,3-5,Jul,No
0177,77.09,22.4,13,Asia/Pacific,1-3,Aug,Yes
0178,146.32,18.1,5,Asia/Pacific,3-5,Oct,Yes
0179,127.75,18.09,6,Americas,10+,Oct,No
0180,134,13.98,8,Asia/Pacific,5-10,Nov,Yes
0181,140.98,20.2,7,Americas,5-10,Jul,No
0182,140.78,20.49,5,Europe,5-10,Sep,Yes
0183,141.6,15.4,10,Europe,0-1,Feb,Yes
0185,134.45,14.11,8,Middle East/Africa,5-10,Nov,Yes
0186,66.1,11.33,5,Europe,1-3,Jan,No
0187,138.44,18.2,6,Asia/Pacific,5-10,Oct,Yes
0189,151.49,25.23,11,Europe,0-1,Apr,No
0191,124.23,14.61,8,Middle East/Africa,10+,Nov,No
0192,142.31,16.64,15,Americas,0-1,Mar,No
0193,146.37,20.21,12,Europe,0-1,Jun,No
0194,148.73,20.57,8,Asia/Pacific,3-5,Jul,No
0195,142.92,16.42,14,Middle East/Africa,0-1,Mar,No
0196,151.28,25.51,11,Asia/Pacific,0-1,Apr,No
0197,75.31,20.76,5,Middle East/Africa,1-3,Sep,Yes
0198,153.68,25.68,11,Middle East/Africa,3-5,Apr,No
0199,80.01,25.43,11,Middle East/Africa,1-3,Apr,No
0202,138.79,18.37,5,Americas,5-10,Oct,Yes
0203,80.11,25.46,11,Europe,1-3,Apr,Yes
0204,148.96,20.32,5,Asia/Pacific,3-5,Sep,Yes
0205,148.39,20.17,7,Middle East/Africa,3-5,Jul,Yes
0206,141.39,15.42,10,Americas,0-1,Feb,No
0207,140.06,14.41,8,Middle East/Africa,0-1,Nov,No
0208,148.96,21.02,7,Asia/Pacific,3-5,Jul,Yes
0209,148.54,22.96,9,Europe,0-1,May,Yes
0210,142.28,14.09,8,Asia/Pacific,3-5,Nov,Yes
0211,135.7,15.25,10,Europe,5-10,Feb,No
0212,142.7,16.4,15,Asia/Pacific,0-1,Mar,Yes
0214,74.7,20.15,5,Asia/Pacific,1-3,Sep,No
0215,137.22,11.72,5,Middle East/Africa,0-1,Jan,Yes
0216,151.65,25.37,11,Asia/Pacific,0-1,Apr,No
0217,77.75,22.85,8,Europe,1-3,May,No
0218,138.29,18.34,5,Europe,5-10,Oct,No
0220,123.64,14.26,8,Americas,10+,Nov,Yes
0221,153.68,25.5,11,Middle East/Africa,3-5,Apr,No
0222,71.6,17,15,Americas,1-3,Mar,No
0223,139.64,12.01,5,Middle East/Africa,3-5,Jan,Yes
0225,74.55,20.42,7,Middle East/Africa,1-3,Jul,Yes
0226,140.48,20.38,13,Asia/Pacific,5-10,Jun,Yes
0227,141.11,15.57,10,Europe,0-1,Feb,Yes
0228,140.67,20.26,8,Asia/Pacific,5-10,Jul,Yes
0229,77.77,22.52,14,Middle East/Africa,1-3,Aug,No
0230,131.69,21.9,12,Americas,10+,Dec,Yes
0231,141.85,15.04,10,Asia/Pacific,0-1,Feb,No
0232,123.67,14.03,8,Middle East/Africa,10+,Nov,Yes
0235,79.92,25.35,11,Asia/Pacific,1-3,Apr,Yes
0236,134.12,13.89,8,Middle East/Africa,5-10,Nov,Yes
0237,146.18,20.66,7,Asia/Pacific,0-1,Jul,No
0238,72.75,18.28,5,Europe,1-3,Oct,No
0240,137.08,11.34,5,Americas,0-1,Jan,Yes
0241,141.16,20.92,7,Middle East/Africa,5-10,Jul,Yes
0243,146.62,18.3,5,Middle East/Africa,3-5,Oct,Yes
0244,143.08,23.3,8,Middle East/Africa,5-10,May,No
0245,140.64,20.65,8,Europe,5-10,Jul,Yes
0246,150.46,22.27,13,Asia/Pacific,3-5,Aug,Yes
0247,144.78,16.77,14,Americas,3-5,Mar,No
0248,141.21,15.09,11,Middle East/Africa,0-1,Feb,Yes
0250,148.99,23.24,9,Middle East/Africa,0-1,May,No
0251,149.71,22.39,8,Americas,0-1,May,Yes
0252,77.07,23.28,14,Americas,1-3,Aug,Yes
0253,78.21,23.31,13,Middle East/Africa,1-3,Aug,Yes
0254,132.6,22.57,9,Americas,10+,May,No
0257,137.35,11.23,5,Europe,0-1,Jan,No
0259,141,15.44,10,Americas,0-1,Feb,No
0260,148.82,20.82,7,Middle East/Africa,3-5,Jul,No
0261,141.79,20.03,8,Middle East/Africa,5-10,Jul,Yes
0262,71.33,16.98,14,Europe,1-3,Mar,Yes
0264,146.26,20.29,12,Europe,0-1,Jun,No
0265,142.21,15.02,8,Europe,3-5,Nov,Yes
0267,140.5,20.64,6,Asia/Pacific,5-10,Sep,No
0268,146.33,20.07,12,Asia/Pacific,0-1,Jun,Yes
0269,132.76,22.97,8,Middle East/Africa,10+,May,Yes
0270,144.72,17.18,14,Europe,3-5,Mar,Yes
0273,126.18,16.5,15,Middle East/Africa,10+,Mar,Yes
0274,144.92,16.71,15,Europe,3-5,Mar,Yes
0275,144.27,18.4,5,Asia/Pacific,0-1,Oct,No
0276,148.76,20.26,8,Asia/Pacific,3-5,Jul,No
0277,146.43,18.16,6,Europe,3-5,Oct,No
0278,140.8,20.17,8,Asia/Pacific,5-10,Jul,Yes
0281,141.37,15.59,10,Middle East/Africa,0-1,Feb,No
0282,149.4,20.13,6,Asia/Pacific,3-5,Sep,No
0283,142.11,13.94,8,Europe,3-5,Nov,Yes
0284,148.7,22.47,9,Middle East/Africa,0-1,May,No
0285,140.38,14.25,8,Asia/Pacific,0-1,Nov,Yes
0286,137.52,11.52,5,Asia/Pacific,0-1,Jan,No
0287,69.62,15.39,10,Middle East/Africa,1-3,Feb,Yes
0288,148.75,22.82,9,Americas,0-1,May,Yes
0289,66.33,11.51,4,Middle East/Africa,1-3,Jan,Yes
0290,137.19,11.26,5,Americas,0-1,Jan,Yes
0291,131.39,22.66,12,Americas,10+,Dec,Yes
0292,131.37,22.11,12,Americas,10+,Dec,Yes
0293,142.69,14.29,8,Europe,3-5,Nov,Yes
0294,142.42,16.59,15,Middle East/Africa,0-1,Mar,No
0295,149.47,22.68,9,Middle East/Africa,0-1,May,No
0296,77.75,22.64,8,Middle East/Africa,1-3,May,No
0299,131.44,22.49,12,Middle East/Africa,10+,Dec,Yes
0300,148.79,22.8,13,Middle East/Africa,0-1,Aug,Yes
0301,146.38,20.35,12,Middle East/Africa,0-1,Jun,No
0302,70.06,15.5,10,Middle East/Africa,1-3,Feb,Yes
0303,142.32,16.57,15,Europe,0-1,Mar,No
0304,72.96,18.32,5,Americas,1-3,Oct,Yes
0305,127.84,18.1,5,Americas,10+,Oct,Yes
0306,127.47,18.29,6,Middle East/Africa,10+,Oct,No
0307,142.5,16.5,15,Asia/Pacific,0-1,Mar,Yes
0308,142.58,16.67,15,Americas,0-1,Mar,No
0309,79.2,22.31,13,Asia/Pacific,1-3,Aug,No
0310,68.86,13.91,8,Asia/Pacific,1-3,Nov,Yes
0313,143.1,22.71,10,Asia/Pacific,5-10,May,No
0316,148.62,20.76,7,Asia/Pacific,3-5,Jul,No
0317,123.46,14.11,8,Middle East/Africa,10+,Nov,Yes
0318,74.69,20.23,12,Middle East/Africa,1-3,Jun,Yes
0319,145.92,20.31,7,Asia/Pacific,0-1,Jul,No
0322,148.36,20.38,5,Middle East/Africa,3-5,Sep,No
0323,134.83,13.84,8,Americas,5-10,Nov,Yes
0324,150.49,22.53,14,Europe,3-5,Aug,No
0325,145.78,25.59,11,Europe,5-10,Apr,No
0326,143.52,15.79,10,Middle East/Africa,3-5,Feb,Yes
0328,142.25,14.61,8,Middle East/Africa,3-5,Nov,Yes
0330,148.41,20.97,6,Americas,3-5,Sep,No
0331,137.31,11.45,5,Asia/Pacific,0-1,Jan,Yes
0332,77.42,23.38,8,Americas,1-3,May,No
0333,153.82,25.87,11,Asia/Pacific,3-5,Apr,No
0334,153.53,25.65,11,Europe,3-5,Apr,No
0335,131.34,22.27,13,Middle East/Africa,10+,Aug,No
0336,146.46,18.17,5,Asia/Pacific,3-5,Oct,Yes
0338,148.77,19.92,8,Americas,3-5,Jul,No
0339,135.86,15.82,10,Middle East/Africa,5-10,Feb,No
0340,141.1,15.06,10,Americas,0-1,Feb,No
0342,151.49,25.39,11,Middle East/Africa,0-1,Apr,No
0346,137.45,16.56,15,Americas,5-10,Mar,Yes
0347,139.87,14.4,8,Asia/Pacific,0-1,Nov,No
0348,140.64,20.21,6,Europe,5-10,Sep,No
0349,134.33,14.21,8,Europe,5-10,Nov,No
0350,137.85,11.97,4,Middle East/Africa,0-1,Jan,No
0351,143.22,22.99,8,Asia/Pacific,5-10,May,No
0352,142.15,21.99,12,Americas,5-10,Dec,Yes
0353,134.79,25.9,11,Middle East/Africa,10+,Apr,Yes
0354,146.46,18.4,6,Middle East/Africa,3-5,Oct,Yes
0356,138.38,18.47,5,Middle East/Africa,5-10,Oct,No
0357,145.96,21.18,6,Europe,0-1,Sep,Yes
0358,137.43,11.39,6,Americas,0-1,Jan,Yes
0359,146.12,20.39,12,Europe,0-1,Jun,Yes
0360,144.83,16.47,14,Europe,3-5,Mar,No
0361,136.53,16.88,14,Americas,5-10,Mar,No
0362,137.27,11.82,5,Europe,0-1,Jan,No
0363,137.44,12,4,Asia/Pacific,0-1,Jan,Yes
0364,153.58,25.37,11,Middle East/Africa,3-5,Apr,No
0365,134.3,14.53,8,Americas,5-10,Nov,No
0366,146.26,20.27,12,Asia/Pacific,0-1,Jun,Yes
0367,143.55,15.02,10,Middle East/Africa,3-5,Feb,No
0368,148.64,22.48,14,Middle East/Africa,0-1,Aug,No
0369,146.61,18.06,5,Middle East/Africa,3-5,Oct,Yes
0370,139.94,11.38,5,Europe,3-5,Jan,No
0371,137.59,11.31,5,Asia/Pacific,0-1,Jan,No
0372,75.11,20.46,7,Middle East/Africa,1-3,Jul,No
0373,129.81,20.31,7,Europe,10+,Jul,Yes
0374,73.11,18.23,5,Middle East/Africa,1-3,Oct,No
0376,76.75,22.98,13,Americas,1-3,Aug,Yes
0377,138.21,11.53,5,Europe,0-1,Jan,Yes
0378,66.13,11.85,5,Europe,1-3,Jan,Yes
0379,75.08,20.06,8,Americas,1-3,Jul,No
0380,79.92,25.37,11,Europe,1-3,Apr,No
0381,130.19,20.56,8,Asia/Pacific,10+,Jul,Yes
0383,144.41,18.29,5,Middle East/Africa,0-1,Oct,No
0384,142.5,13.94,8,Asia/Pacific,3-5,Nov,Yes
0387,141.66,21.3,5,Europe,5-10,Sep,No
0389,147.88,21.99,13,Asia/Pacific,0-1,Aug,Yes
0391,137.51,11.8,5,Americas,0-1,Jan,Yes
0392,66.35,11.29,5,Europe,1-3,Jan,No
0395,149.42,20.6,7,Americas,3-5,Jul,No
0396,140.46,20.09,5,Asia/Pacific,5-10,Sep,No
0397,123.76,14.01,8,Middle East/Africa,10+,Nov,Yes
0399,80.02,25.5,11,Europe,1-3,Apr,Yes
0400,77.08,22.67,9,Europe,1-3,May,Yes
0402,80,25.38,11,Europe,1-3,Apr,Yes
0403,138.12,11.45,5,Europe,0-1,Jan,No
0404,144.04,15.27,10,Americas,3-5,Feb,Yes
0405,145.82,21.42,5,Americas,0-1,Sep,No
0406,66.06,11.49,5,Europe,1-3,Jan,Yes
0407,77.53,22.89,8,Asia/Pacific,1-3,May,No
0408,141.39,15.43,11,Asia/Pacific,0-1,Feb,No
0410,138.47,18.25,5,Middle East/Africa,5-10,Oct,No
0411,142.42,21.79,12,Americas,5-10,Dec,Yes
0413,142.33,23.1,13,Asia/Pacific,5-10,Aug,Yes
0416,131.25,22.05,13,Asia/Pacific,10+,Dec,No
0417,144.9,16.35,14,Asia/Pacific,3-5,Mar,No
0418,148.66,20.2,12,Middle East/Africa,3-5,Jun,Yes
0419,71.45,16.48,14,Asia/Pacific,1-3,Mar,No
0420,142.83,22.3,15,Europe,5-10,Aug,Yes
0422,131.7,11.93,5,Americas,5-10,Jan,No
0423,125.23,15.32,10,Europe,10+,Feb,Yes
0424,123.43,14.43,8,Middle East/Africa,10+,Nov,No
0425,144.7,16.87,15,Middle East/Africa,3-5,Mar,Yes
0426,131.65,21.83,12,Americas,10+,Dec,No
0427,141,15.48,10,Middle East/Africa,0-1,Feb,No
0428,134.96,25.5,11,Asia/Pacific,10+,Apr,No
0429,66.18,11.04,5,Europe,1-3,Jan,No
0430,148.65,20.26,12,Europe,3-5,Jun,Yes
0431,148.25,20.77,5,Americas,3-5,Sep,Yes
0432,131.93,23.05,13,Europe,10+,Aug,Yes
0433,68.76,11.15,5,Asia/Pacific,1-3,Jan,Yes
0434,138.69,18.17,6,Middle East/Africa,5-10,Oct,Yes
0435,137.38,11.19,5,Americas,0-1,Jan,Yes
0437,148.42,20.16,12,Asia/Pacific,3-5,Jun,Yes
0438,146.27,20.3,12,Americas,0-1,Jun,Yes
0439,139.81,11.15,5,Asia/Pacific,3-5,Jan,No
0441,74.71,20.28,12,Europe,1-3,Jun,Yes
0443,137.92,11.53,5,Middle East/Africa,0-1,Jan,Yes
0444,134.5,14.2,8,Europe,5-10,Nov,No
0445,134.9,25.36,11,Asia/Pacific,10+,Apr,Yes
0447,80.16,25.34,11,Europe,1-3,Apr,No
0449,149.95,22.71,8,Americas,0-1,May,No
0450,140.46,20.09,5,Middle East/Africa,5-10,Sep,No
0451,144.17,18.13,5,Middle East/Africa,0-1,Oct,No
0452,134.74,25.18,11,Asia/Pacific,10+,Apr,Yes
0453,142.18,14.29,8,Europe,3-5,Nov,Yes
0454,127.55,18.2,6,Europe,10+,Oct,No
0455,137.47,11.99,5,Americas,0-1,Jan,No
0456,146.39,20.16,12,Asia/Pacific,0-1,Jun,Yes
0457,137.43,12.17,5,Europe,0-1,Jan,No
0459,139.31,11.35,5,Europe,3-5,Jan,No
0460,138.49,18.36,6,Asia/Pacific,5-10,Oct,No
0461,148.53,20.23,12,Asia/Pacific,3-5,Jun,No
0462,140.7,20.74,7,Europe,5-10,Jul,No
0463,146.27,20.12,5,Europe,0-1,Sep,Yes
0464,142.99,22.81,13,Middle East/Africa,5-10,Aug,No
0466,134.42,14.19,8,Asia/Pacific,5-10,Nov,No
0467,145.83,25.49,11,Americas,5-10,Apr,Yes
0468,148.29,23.52,14,Middle East/Africa,0-1,Aug,Yes
0469,142.4,16.61,14,Middle East/Africa,0-1,Mar,No
0470,145.92,20.42,7,Europe,0-1,Jul,No
0471,137.76,11.82,4,Asia/Pacific,0-1,Jan,No
0472,144.45,18.43,6,Europe,0-1,Oct,Yes
0474,149.85,20.26,7,Americas,3-5,Jul,Yes
0475,72.76,18.35,5,Europe,1-3,Oct,Yes
0476,74.88,20.18,12,Americas,1-3,Jun,Yes
0477,123.28,14.71,8,Europe,10+,Nov,Yes
0479,136.7,16.71,15,Europe,5-10,Mar,No
0480,137.41,11.32,5,Europe,0-1,Jan,Yes
0481,146.28,20.32,13,Middle East/Africa,0-1,Jun,Yes
0482,74.49,20.54,6,Asia/Pacific,1-3,Sep,No
0483,140.78,20.45,6,Americas,5-10,Sep,No
0484,141.9,15.16,10,Asia/Pacific,0-1,Feb,Yes
0486,151.47,25.42,11,Middle East/Africa,0-1,Apr,Yes
0487,135.58,16.1,11,Middle East/Africa,5-10,Feb,No
0488,76.7,22.21,13,Asia/Pacific,1-3,Aug,Yes
0489,140.5,14.33,8,Americas,0-1,Nov,No
0490,139.52,11.37,5,Middle East/Africa,3-5,Jan,No
0492,138.21,11.34,5,Asia/Pacific,0-1,Jan,Yes
0494,136.72,16.63,15,Europe,5-10,Mar,No
0495,141.3,15.36,10,Asia/Pacific,0-1,Feb,Yes
0497,136.87,11.57,4,Middle East/Africa,0-1,Jan,Yes
0498,78.32,22.92,8,Americas,1-3,May,No
0500,134.16,13.99,8,Americas,5-10,Nov,Yes
0501,142.96,22.49,13,Middle East/Africa,5-10,Aug,Yes
0502,137.47,11.57,5,Middle East/Africa,0-1,Jan,Yes
0503,74.37,20.73,8,Americas,1-3,Jul,Yes
0504,148.24,22.36,14,Asia/Pacific,0-1,Aug,Yes
0505,144.72,17.02,14,Americas,3-5,Mar,Yes
0506,146.36,21.04,5,Asia/Pacific,0-1,Sep,Yes
0507,130.19,20.47,5,Middle East/Africa,10+,Sep,No
0508,142.68,16.38,15,Europe,0-1,Mar,No
0509,136.93,16.8,15,Americas,5-10,Mar,No
0510,131.19,21.54,12,Americas,10+,Dec,Yes
0514,123.27,13.95,8,Asia/Pacific,10+,Nov,Yes
0517,138.54,18.26,5,Asia/Pacific,5-10,Oct,Yes
0518,150.53,22.23,12,Middle East/Africa,3-5,Dec,No
0519,146.32,20.42,12,Americas,0-1,Jun,No
0520,142.44,14.3,8,Americas,3-5,Nov,No
0521,141.36,15.54,10,Asia/Pacific,0-1,Feb,Yes
0522,123.68,14.29,7,Europe,10+,Nov,No
0523,148.48,20.28,12,Asia/Pacific,3-5,Jun,No
0524,71.5,16.55,14,Americas,1-3,Mar,Yes
0526,74.81,20.35,6,Asia/Pacific,1-3,Sep,No
0527,134.94,25.66,11,Europe,10+,Apr,Yes
0528,134.52,13.84,8,Middle East/Africa,5-10,Nov,Yes
0529,68.82,14.17,8,Americas,1-3,Nov,Yes
0530,140.67,21.21,7,Middle East/Africa,5-10,Jul,No
0531,148.56,23.02,8,Americas,0-1,May,Yes
0532,139.71,11.81,5,Asia/Pacific,3-5,Jan,No
0533,142.8,16.84,15,Americas,0-1,Mar,Yes
0534,151.31,25.5,11,Americas,0-1,Apr,No
0536,137.13,11.54,5,Middle East/Africa,0-1,Jan,No
0537,123.65,13.86,8,Middle East/Africa,10+,Nov,No
0538,142.8,16.54,14,Middle East/Africa,0-1,Mar,No
0539,129.33,19.9,5,Middle East/Africa,10+,Sep,Yes
0540,75.62,20.34,5,Americas,1-3,Sep,No
0541,136.95,11.55,5,Asia/Pacific,0-1,Jan,Yes
0542,151.19,23.74,8,Americas,3-5,May,Yes
0543,148.57,20.24,12,Middle East/Africa,3-5,Jun,Yes
0544,142.83,21.73,12,Middle East/Africa,5-10,Dec,No
0545,146.38,18.5,5,Americas,3-5,Oct,No
0546,148.16,22.51,14,Asia/Pacific,0-1,Aug,No
0547,71,16.26,15,Americas,1-3,Mar,No
0548,143.45,15.28,10,Middle East/Africa,3-5,Feb,No
0549,141.33,15.48,11,Americas,0-1,Feb,Yes
0550,140.32,20.66,8,Europe,5-10,Jul,Yes
0552,146.78,18.08,5,Europe,3-5,Oct,No
0553,148.47,20.41,12,Asia/Pacific,3-5,Jun,No
0554,146.24,20.22,12,Americas,0-1,Jun,Yes
0555,146.47,20.32,12,Asia/Pacific,0-1,Jun,No
0556,140.86,20.15,5,Europe,5-10,Sep,Yes
0557,140.53,20.16,12,Americas,5-10,Jun,No
0559,148.62,20.9,8,Middle East/Africa,3-5,Jul,No
0560,146.32,20.44,6,Americas,0-1,Sep,Yes
0561,123.5,14.06,8,Europe,10+,Nov,Yes
0562,143.28,16.67,14,Europe,0-1,Mar,No
0563,74.79,20.55,5,Middle East/Africa,1-3,Sep,No
0564,148.82,20.67,5,Europe,3-5,Sep,No
0565,148.4,22.59,14,Americas,0-1,Aug,Yes
0566,142.81,22.22,14,Asia/Pacific,5-10,Aug,No
0567,143.09,16.61,15,Americas,0-1,Mar,Yes
0568,76.91,23.02,8,Americas,1-3,May,No
0569,141.26,15.86,10,Middle East/Africa,0-1,Feb,No
0570,123.58,14.25,8,Asia/Pacific,10+,Nov,No
0571,142.72,22.49,13,Americas,5-10,Aug,Yes
0572,150.05,22.29,14,Middle East/Africa,3-5,Aug,No
