customer_id,spend,first_month,items_in_first_month,region,loyalty_years,joining_month,promotion
0132,122.8,24.72,8,Middle East/Africa,10+,Apr,No
0133,112.23,21.56,7,Middle East/Africa,0-1,May,No
0134,111.86,.,9,Asia/Pacific,0-1,Jan,Yes
0135,137.55,21.24,14,Americas,5-10,Sep,Yes
0136,130.01,13.44,13,Europe,5-10,Oct,Yes
0137,134.81,24.72,7,Asia/Pacific,1-3,Dec,No
0138,112.16,13.5,14,Europe,10+,Oct,No
0139,119.41,.,13,Europe,3-5,Oct,No
0140,112.19,20.9,9,Europe,0-1,Jan,Yes
0141,115.57,25.02,8,Europe,0-1,Apr,Yes
0142,136.73,.,11,Europe,5-10,Jun,No
0143,129.69,19.26,8,Middle East/Africa,1-3,Jul,Yes
0144,112.36,21.28,7,Americas,0-1,May,No
0145,130.44,24.46,8,Americas,3-5,Apr,No
0146,140.99,24.8,7,Europe,5-10,Dec,Yes
0147,119.45,21.33,9,Middle East/Africa,10+,Jan,No
0148,112.04,21.11,9,Americas,0-1,Jan,No
0149,111.96,21.4,9,Europe,0-1,NA,No
0150,129.91,13.5,13,Asia/Pacific,5-10,Oct,Yes
0151,131.64,20.96,9,Asia/Pacific,1-3,Jan,No
0152,106.77,15.55,14,Americas,0-1,NA,Yes
0153,111.79,21.39,9,Europe,0-1,Jan,Yes
0154,131.76,15.47,6,Middle East/Africa,5-10,Nov,No
0155,127.16,16.87,5,Europe,1-3,Mar,Yes
0156,113.94,16.34,6,Americas,10+,Nov,No
0157,126.23,20.62,11,Europe,3-5,Jun,No
0158,127.05,16.96,5,Americas,1-3,Mar,Yes
0159,130.78,.,8,Asia/Pacific,3-5,Dec,No
0160,104.49,13.47,13,Americas,0-1,Oct,Yes
0161,137.85,21.28,8,Middle East/Africa,5-10,May,No
0162,114.71,16.3,9,Europe,10+,Aug,No
0163,107.56,.,5,Americas,0-1,Mar,Yes
0164,118.94,19.75,11,Americas,10+,Jun,NO
0165,119.41,13.38,13,Asia/Pacific,3-5,NA,Yes
0166,125.79,15.62,14,Asia/Pacific,1-3,Feb,No
0167,120.94,16.04,6,Middle East/Africa,3-5,Nov,Yes
0168,131.47,21.24,8,Asia/Pacific,1-3,Jan,No
0169,131.25,20.99,9,Americas,1-3,Jan,NO
0170,127.21,21.42,9,Middle East/Africa,3-5,Jan,Yes
0171,137.51,21.15,13,Europe,5-10,Sep,Yes
0172,130.52,24.84,7,Europe,3-5,Dec,No
0173,130.01,.,13,Middle East/Africa,5-10,Oct,Yes
0174,112.06,20.96,9,Middle East/Africa,0-1,Jan,No
0175,112.49,.,9,Europe,0-1,Jan,Yes
0176,112.19,21.51,7,Middle East/Africa,0-1,May,No
0177,113.86,15.89,5,Europe,10+,Nov,No
0178,126.27,16,10,Americas,1-3,Aug,No
0179,120.02,.,14,Asia/Pacific,10+,Sep,No
0180,116.35,24.75,8,Europe,0-1,Apr,No
0181,119.57,20.99,14,Americas,10+,NA,Yes
0182,135.47,19.39,8,Americas,5-10,Jul,No
0183,121.02,16.4,5,Americas,3-5,NA,No
0184,112.01,.,9,Europe,0-1,Jan,Yes
0185,127.06,21.19,14,Middle East/Africa,3-5,Sep,Yes
0186,136.87,20.76,11,Middle East/Africa,5-10,Jun,No
0187,111.76,20.92,9,Americas,0-1,Jan,Yes
0188,113.98,15.48,6,Asia/Pacific,10+,Nov,No
0189,127.07,16.9,5,Americas,1-3,Mar,No
0190,112.04,.,9,Middle East/Africa,0-1,Jan,Yes
0191,111.97,13.41,14,Americas,10+,Oct,Yes
0192,121.47,15.77,14,Middle East/Africa,3-5,Feb,No
0193,130.15,20.45,13,Americas,1-3,Jun,Yes
0194,117.47,24.74,8,Europe,0-1,Apr,Yes
0195,112.05,21.01,9,Europe,0-1,Jan,Yes
0196,107.68,16.86,5,Asia/Pacific,0-1,Mar,No
0197,127.17,.,13,Europe,3-5,Sep,No
0198,123.7,13.44,13,Americas,1-3,Oct,No
0199,121.65,15.3,6,Middle East/Africa,3-5,NA,YES
0200,112.01,21.06,9,Europe,0-1,NA,Yes
0201,129.89,13.5,14,Americas,5-10,Oct,Yes
0202,132.88,16.17,9,Middle East/Africa,5-10,Aug,NO
0203,112.12,21.04,9,Americas,0-1,Jan,Yes
0204,106.8,15.72,14,Middle East/Africa,0-1,NA,No
0205,110.84,20.55,11,Middle East/Africa,0-1,Jun,Yes
0206,136.62,20.17,7,Europe,5-10,Jul,Yes
0207,121.42,15.75,6,Europe,3-5,Nov,No
0208,121.33,.,6,Europe,3-5,Nov,No
0209,121.81,16.04,14,Asia/Pacific,3-5,Feb,NO
0210,127.03,21.27,9,Middle East/Africa,3-5,Jan,No
0211,131.62,21.46,13,Middle East/Africa,1-3,Sep,No
0212,132.33,15.83,14,Americas,5-10,NA,Yes
0213,131.34,24.92,7,Asia/Pacific,3-5,Dec,YES
0214,132.56,15.38,14,Europe,5-10,Feb,No
0215,109.86,20.31,7,Middle East/Africa,0-1,Jul,Yes
0216,125.37,19.26,7,Middle East/Africa,3-5,Jul,No
0217,141,24.35,8,Americas,5-10,Apr,No
0218,130.84,24.49,7,Asia/Pacific,3-5,Dec,Yes
0219,127.01,.,5,Asia/Pacific,1-3,Mar,No
0220,126.86,21.33,9,Europe,3-5,Jan,Yes
0221,136.6,20.27,7,Americas,5-10,Jul,YES
0222,131.99,15.77,14,Europe,5-10,Feb,No
0223,115.15,24.84,8,Middle East/Africa,0-1,Apr,Yes
0224,111.91,21.06,9,Middle East/Africa,0-1,Jan,Yes
0225,137.92,21.31,7,Americas,5-10,May,No
0226,115.69,24.59,7,Europe,0-1,Dec,YES
0227,129.99,21.57,11,Europe,1-3,Jun,Yes
0228,111.92,13.45,13,Europe,10+,Oct,Yes
0229,115.57,25.6,8,Asia/Pacific,0-1,Apr,No
0230,132,15.81,14,Asia/Pacific,5-10,Feb,Yes
0231,115.22,24.67,8,Middle East/Africa,0-1,Apr,YES
0232,129.89,13.56,13,Americas,5-10,Oct,Yes
0233,112.22,21.09,9,Middle East/Africa,0-1,Jan,Yes
0234,121.67,15.64,14,Europe,3-5,Feb,No
0235,114.7,15.89,9,Middle East/Africa,10+,Aug,No
0236,114.21,15.84,6,Asia/Pacific,10+,Nov,No
0237,121.79,16.38,6,Asia/Pacific,3-5,Nov,No
0238,119.86,21.34,13,Asia/Pacific,10+,Sep,Yes
0239,137.72,21.43,7,Asia/Pacific,5-10,May,No
0240,136.37,25.05,7,Americas,1-3,NA,YES
0241,131.66,21.29,7,Europe,1-3,May,Yes
0242,130.53,24.34,8,Asia/Pacific,3-5,NA,Yes
0243,125.78,15.75,14,Middle East/Africa,1-3,Feb,Yes
0244,130,19.05,8,Americas,1-3,Jul,No
0245,119.52,13.82,13,Asia/Pacific,3-5,Oct,Yes
0246,132.65,16.66,9,Europe,5-10,Aug,Yes
0247,125.04,20.38,8,Europe,3-5,Jul,No
0248,110.54,19.63,7,Americas,0-1,Jul,Yes
0249,112.15,13.62,13,Americas,10+,Oct,No
0250,112.28,19.84,12,Middle East/Africa,0-1,Jun,Yes
0251,126.89,16.8,5,Asia/Pacific,1-3,Mar,No
0252,140.91,.,7,Middle East/Africa,5-10,Dec,No
0253,125.73,16.02,6,Asia/Pacific,1-3,Nov,No
0254,131.18,.,9,Middle East/Africa,1-3,NA,Yes
0255,111.94,13.66,13,Americas,10+,NA,Yes
0256,112.12,13.6,13,Asia/Pacific,10+,Oct,NO
0257,111.75,20.27,12,Americas,0-1,Jun,No
0258,126.69,16.13,14,Americas,1-3,Feb,No
0259,112.26,21.16,13,Europe,0-1,Sep,No
0260,130.01,25.38,8,Europe,3-5,NA,Yes
0261,126.8,16.7,5,Americas,1-3,Mar,Yes
0262,131.57,21.4,13,Asia/Pacific,1-3,Sep,No
0263,119.33,13.55,13,Asia/Pacific,3-5,Oct,Yes
0264,120.93,15.5,6,Americas,3-5,Nov,NO
0265,104.4,13.41,14,Europe,0-1,Oct,Yes
0266,121.86,16.9,9,Middle East/Africa,3-5,Aug,No
0267,109.75,18.95,7,Middle East/Africa,0-1,Jul,No
0268,107.54,16.77,5,Middle East/Africa,0-1,Mar,No
0269,127.01,16.87,5,Asia/Pacific,1-3,Mar,Yes
0270,140.86,24.87,7,Europe,5-10,Dec,No
0271,112.36,21.19,13,Middle East/Africa,0-1,Sep,No
0272,136.87,20.02,12,Middle East/Africa,5-10,Jun,Yes
0273,121.65,15.75,5,Asia/Pacific,3-5,Nov,Yes
0274,137.29,21.3,13,Middle East/Africa,5-10,Sep,No
0275,115.58,24.51,8,Middle East/Africa,0-1,Apr,YES
0276,136.01,19.25,7,Asia/Pacific,5-10,Jul,No
0277,115.88,24.5,8,Europe,0-1,Apr,No
0278,112.1,21.44,7,Americas,0-1,May,No
0279,104.31,13.37,13,Asia/Pacific,0-1,Oct,No
0280,137.78,21.52,13,Americas,5-10,NA,Yes
0281,133.19,16.65,5,Asia/Pacific,5-10,NA,Yes
0282,132.23,16.07,6,Europe,5-10,Nov,No
0283,106.56,15.91,14,Asia/Pacific,0-1,Feb,No
0284,121.76,16.48,9,Asia/Pacific,3-5,Aug,No
0285,128.12,16.23,9,Asia/Pacific,1-3,Aug,NO
0286,118.72,21,11,Americas,10+,Jun,YES
0287,127.02,16.73,5,Asia/Pacific,1-3,Mar,No
0288,140.99,25.11,8,Middle East/Africa,5-10,Apr,NO
0289,121.94,16.71,9,Middle East/Africa,3-5,Aug,No
0290,129.86,13.57,13,Asia/Pacific,5-10,NA,Yes
0291,124.73,.,7,Americas,3-5,Jul,No
0292,118.36,24.46,9,Europe,0-1,Apr,No
0293,129.78,13.74,13,Europe,5-10,NA,No
0294,141.18,24.68,9,Middle East/Africa,5-10,Apr,No
0295,137.83,.,7,Americas,5-10,May,No
0296,104.41,13.53,13,Americas,0-1,Oct,Yes
0297,106.68,15.94,14,Europe,0-1,Feb,No
0298,136.08,19.79,7,Americas,5-10,NA,No
0299,141.36,25.12,8,Europe,5-10,Dec,Yes
0300,111.56,20.39,11,Asia/Pacific,0-1,Jun,Yes
0301,129.46,19.29,7,Europe,1-3,Jul,Yes
0302,112,.,9,Middle East/Africa,0-1,Jan,NO
0303,107.8,16.78,5,Americas,0-1,Mar,NO
0304,141.81,24.85,7,Europe,5-10,Dec,No
0305,135.14,24.9,8,Asia/Pacific,1-3,Apr,No
0306,130.48,19.57,7,Europe,1-3,Jul,No
0307,137.85,21.29,9,Europe,5-10,Jan,Yes
0308,112.04,21.03,9,Asia/Pacific,0-1,Jan,No
0309,125.38,19.38,8,Middle East/Africa,3-5,Jul,Yes
0310,126.13,15.81,14,Asia/Pacific,1-3,Feb,Yes
0311,134.72,24.97,8,Americas,1-3,Apr,NO
0312,112.03,13.41,13,Americas,10+,Oct,Yes
0313,136.13,.,7,Middle East/Africa,5-10,Jul,No
0314,123.37,24.63,8,Americas,10+,Apr,No
0315,131.14,21.37,9,Americas,1-3,Jan,No
0316,129.81,19.75,7,Europe,1-3,Jul,NO
0317,131.2,.,9,Asia/Pacific,1-3,Jan,No
0318,106.82,16.05,14,Middle East/Africa,0-1,Feb,Yes
0319,119.54,13.45,13,Americas,3-5,NA,No
0320,112.25,21.51,13,Europe,0-1,Sep,No
0321,124.26,24.36,8,Asia/Pacific,10+,Apr,Yes
0322,132.93,16.01,7,Americas,5-10,Nov,Yes
0323,117.14,24.52,8,Middle East/Africa,0-1,Apr,No
0324,123.13,25.55,7,Middle East/Africa,10+,Dec,No
0325,119.54,13.46,14,Middle East/Africa,3-5,Oct,No
0326,114.43,15.59,6,Europe,10+,Nov,Yes
0327,111.99,21.26,9,Americas,0-1,Jan,No
0328,125.97,15.92,14,Americas,1-3,Feb,Yes
0329,141.34,25.74,7,Asia/Pacific,5-10,Dec,Yes
0330,111.79,21.35,9,Middle East/Africa,0-1,Jan,No
0331,127.35,21.6,7,Europe,3-5,May,Yes
0332,130.08,13.57,13,Middle East/Africa,5-10,Oct,Yes
0333,132.66,16.09,9,Americas,5-10,Aug,Yes
0334,132.27,17.38,9,Americas,5-10,Aug,No
0335,137.6,21.35,13,Middle East/Africa,5-10,Sep,No
0336,121.33,15.44,5,Asia/Pacific,3-5,Nov,Yes
0337,126.98,19.12,7,Europe,3-5,Jul,Yes
0338,132.19,15.34,6,Middle East/Africa,5-10,Nov,Yes
0339,111.31,20.58,12,Americas,0-1,Jun,No
0340,123.87,25.04,7,Middle East/Africa,10+,Dec,No
0341,132.69,16.62,9,Asia/Pacific,5-10,Aug,No
0342,130.12,24.49,8,Asia/Pacific,3-5,Apr,No
0343,119.89,21.52,14,Middle East/Africa,10+,Sep,No
0344,107.65,16.83,5,Middle East/Africa,0-1,NA,Yes
0345,111.1,20.33,11,Europe,0-1,Jun,Yes
0346,122.66,16.9,5,Middle East/Africa,3-5,Mar,No
0347,122.6,16.79,5,Middle East/Africa,3-5,Mar,Yes
0348,114.3,15.15,5,Europe,10+,Nov,Yes
0349,106.76,15.82,14,Americas,0-1,Feb,Yes
0350,107.63,16.79,5,Americas,0-1,Mar,No
0351,126.27,16.19,14,Europe,1-3,Feb,No
0352,132.98,18.09,8,Middle East/Africa,5-10,Aug,Yes
0353,127.04,21.33,14,Middle East/Africa,3-5,NA,No
0354,112,.,9,Asia/Pacific,0-1,Jan,Yes
0355,112.09,13.62,14,Middle East/Africa,10+,Oct,No
0356,135.33,24.34,8,Asia/Pacific,1-3,Apr,Yes
0357,137.66,21.31,13,Americas,5-10,Sep,Yes
0358,123.99,13.7,13,Middle East/Africa,1-3,Oct,YES
0359,117.61,19.05,8,Asia/Pacific,10+,Jul,No
0360,130.35,24.62,7,Europe,3-5,Dec,No
0361,111.97,21.15,9,Europe,0-1,Jan,Yes
0362,131.1,21.38,9,Asia/Pacific,1-3,Jan,No
0363,111.96,13.59,14,Asia/Pacific,10+,Oct,No
0364,133.69,15.78,6,Middle East/Africa,5-10,NA,No
0365,112,.,9,Middle East/Africa,0-1,Jan,No
0366,121.05,14.95,6,Europe,3-5,Nov,NO
0367,120.09,21.39,7,Asia/Pacific,10+,May,No
0368,129.86,13.65,14,Asia/Pacific,5-10,Oct,No
0369,116.19,24.5,8,Americas,0-1,Apr,NO
0370,115.51,25.5,8,Europe,0-1,Apr,Yes
0371,127.41,21.31,7,Americas,3-5,May,Yes
0372,137.79,21.46,7,Europe,5-10,May,No
0373,127.82,16.69,10,Asia/Pacific,1-3,Aug,Yes
0374,121.59,16.52,6,Asia/Pacific,3-5,Nov,No
0375,107.09,16.56,9,Middle East/Africa,0-1,Aug,Yes
0376,130.39,20.39,12,Europe,1-3,Jun,Yes
0377,131.35,20.9,9,Europe,1-3,Jan,YES
0378,137.91,21.27,14,Middle East/Africa,5-10,Sep,Yes
0379,130.13,.,14,Middle East/Africa,5-10,Oct,No
0380,131.71,.,7,Asia/Pacific,1-3,May,No
0381,125.04,19.52,8,Europe,3-5,Jul,No
0382,131.43,21.24,9,Americas,1-3,Jan,Yes
0383,131.67,21.35,14,Europe,1-3,Sep,No
0384,126.92,21.48,13,Europe,3-5,NA,No
0385,127.03,16.86,5,Americas,1-3,NA,Yes
0386,112.18,21.42,7,Middle East/Africa,0-1,May,YES
0387,111.98,.,9,Middle East/Africa,0-1,Jan,Yes
0388,126.97,16.94,5,Asia/Pacific,1-3,Mar,No
0389,115.95,.,8,Americas,0-1,Apr,No
0390,131.59,21.25,7,Americas,1-3,NA,No
0391,121.46,15.35,6,Asia/Pacific,3-5,Nov,No
0392,111.94,21.22,9,Europe,0-1,Jan,NO
0393,112.07,21.5,7,Americas,0-1,May,Yes
0394,117.68,19.92,7,Asia/Pacific,10+,Jul,Yes
0395,126.91,21.31,9,Middle East/Africa,3-5,Jan,Yes
0396,132.3,16.05,5,Europe,5-10,Nov,Yes
0397,110.8,19.13,7,Europe,0-1,Jul,No
0398,136.11,20.43,7,Europe,5-10,Jul,Yes
0399,133.17,16.88,5,Europe,5-10,Mar,No
0400,137.65,.,13,Americas,5-10,NA,No
0401,119.32,.,13,Europe,3-5,Oct,No
0402,137.64,21.38,13,Middle East/Africa,5-10,NA,No
0403,117.78,19.21,7,Americas,10+,Jul,Yes
0404,124.78,20.05,7,Asia/Pacific,3-5,Jul,No
0405,130.47,20.45,11,Middle East/Africa,1-3,Jun,No
0406,137.86,21.31,13,Asia/Pacific,5-10,Sep,NO
0407,127.06,16.75,5,Asia/Pacific,1-3,NA,No
0408,133.03,16.5,9,Middle East/Africa,5-10,Aug,Yes
0409,112.05,21.4,13,Asia/Pacific,0-1,Sep,No
0410,132.13,20.38,11,Americas,1-3,Jun,No
0411,112.29,21.23,14,Asia/Pacific,0-1,Sep,Yes
0412,130.57,20.5,12,Europe,1-3,Jun,Yes
0413,111.76,20.32,11,Asia/Pacific,0-1,Jun,No
0414,130.46,20.6,12,Middle East/Africa,1-3,NA,Yes
0415,115.28,.,8,Americas,0-1,Apr,Yes
0416,116.3,26.2,8,Asia/Pacific,0-1,Apr,Yes
0417,114.58,16.26,6,Middle East/Africa,10+,Nov,No
0418,109.86,19.91,7,Middle East/Africa,0-1,Jul,Yes
0419,126.9,16.71,5,Europe,1-3,Mar,Yes
0420,131.8,20.99,9,Europe,1-3,Jan,No
0421,129.91,13.52,13,Europe,5-10,Oct,Yes
0422,106.51,16.11,14,Europe,0-1,Feb,No
0423,121.49,16.47,8,Asia/Pacific,3-5,Aug,No
0424,125.45,.,8,Americas,3-5,Jul,No
0425,126.09,20.73,13,Americas,3-5,Jun,No
0426,135.47,19.35,7,Americas,5-10,Jul,Yes
0427,130.75,19.8,13,Europe,1-3,Jun,Yes
0428,107.8,16.85,5,Asia/Pacific,0-1,Mar,NO
0429,137.31,21.15,9,Middle East/Africa,5-10,Jan,No
0430,106.59,15.82,14,Americas,0-1,Feb,Yes
0431,112.05,21.35,9,Middle East/Africa,0-1,Jan,Yes
0432,121.98,16.23,6,Asia/Pacific,3-5,NA,Yes
0433,130.18,13.43,13,Middle East/Africa,5-10,Oct,No
0434,123.66,13.44,13,Americas,1-3,Oct,Yes
0435,121.51,15.76,14,Asia/Pacific,3-5,Feb,Yes
0436,129.91,13.51,13,Middle East/Africa,5-10,Oct,Yes
0437,119.36,13.48,13,Americas,3-5,Oct,NO
0438,111.89,21.09,9,Americas,0-1,Jan,No
0439,132.13,15.62,14,Asia/Pacific,5-10,Feb,No
0440,123.36,15.99,8,Asia/Pacific,3-5,Aug,Yes
0441,122.01,16.13,8,Americas,3-5,Aug,Yes
0442,106.56,15.78,14,Middle East/Africa,0-1,Feb,No
0443,110.57,22.1,11,Asia/Pacific,0-1,NA,Yes
0444,134.73,24.22,10,Middle East/Africa,1-3,Apr,No
0445,106.63,15.75,14,Europe,0-1,Feb,No
0446,127.1,16.61,5,Middle East/Africa,1-3,Mar,No
0447,123.68,13.57,13,Asia/Pacific,1-3,Oct,Yes
0448,131.69,.,7,Americas,1-3,NA,No
0449,123.89,13.58,13,Asia/Pacific,1-3,Oct,YES
0450,133.14,16.71,5,Asia/Pacific,5-10,NA,NO
0451,122.44,.,9,Asia/Pacific,3-5,Aug,No
0452,129.81,13.48,13,Asia/Pacific,5-10,Oct,Yes
0453,107.08,15.49,14,Europe,0-1,Feb,No
0454,125.16,19.41,8,Americas,3-5,Jul,No
0455,123.78,13.59,13,Asia/Pacific,1-3,Oct,No
0456,133.15,16.9,9,Americas,5-10,Aug,Yes
0457,112.07,21.3,14,Europe,0-1,NA,NO
0458,126.81,21.17,9,Americas,3-5,Jan,No
0459,112.08,21.31,14,Europe,0-1,Sep,No
0460,126.68,15.95,14,Middle East/Africa,1-3,Feb,No
0461,131.74,21.18,14,Americas,1-3,Sep,No
0462,122.5,16.8,5,Europe,3-5,Mar,No
0463,129.73,19.59,8,Americas,1-3,Jul,Yes
0464,137.88,21.48,14,Asia/Pacific,5-10,Sep,No
