customer_id,first_month,items_in_first_month,region_Asia/Pacific,region_Europe,region_Middle East/Africa,loyalty_years_3-Jan,loyalty_years_5-Mar,joining_month_Aug,joining_month_Dec,joining_month_Feb,joining_month_Jan,joining_month_Jul,joining_month_Jun,joining_month_Mar,joining_month_May,joining_month_Nov,joining_month_Oct,joining_month_Sep,promotion_Yes
611,21.38,14,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
621,21.12,9,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
655,20.52,7,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1128,21.06,14,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
859,13.61,13,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
322,16.01,7,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
603,15.57,14,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1097,20.0,11,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
909,20.51,11,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True
984,15.5,6,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
40,26.05,7,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
31,21.12,9,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
243,15.75,14,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True
702,15.83,7,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
137,24.72,7,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
311,24.97,8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1038,21.19,9,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
1199,25.14,9,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
1098,21.31,7,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
1238,20.96,9,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
4,24.74,8,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
112,21.47,14,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
678,15.69,14,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
1074,24.74,8,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
454,19.41,8,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
886,21.05,11,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True
1020,16.63,5,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
523,21.52,7,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
315,21.37,9,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
990,21.56,14,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
320,21.51,13,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
439,15.62,14,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
848,21.43,7,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
6,21.45,7,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
101,24.65,8,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
1213,13.52,13,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
549,20.94,9,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
528,25.57,8,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
874,16.83,5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1108,19.09,7,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
440,15.99,8,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True
987,15.29,6,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
228,13.45,13,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
943,19.2,13,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
567,16.84,5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1007,21.27,9,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
876,19.85,7,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
67,21.02,9,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
68,21.3,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
1002,16.02,14,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
212,15.83,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
13,21.36,7,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1084,19.37,7,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
696,21.33,9,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True
300,20.39,11,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
486,15.81,14,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True
817,21.38,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1117,15.61,14,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
495,16.58,5,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1009,13.69,9,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1181,19.33,8,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
406,21.31,13,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1075,16.11,14,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
733,20.38,12,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
1163,15.85,14,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
715,21.09,9,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
711,16.3,8,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
1085,15.93,5,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True
274,21.3,13,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
428,16.85,5,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
363,13.59,14,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
238,21.34,13,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True
480,20.6,11,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
3,25.26,7,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
7,21.46,14,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
1032,15.63,14,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
312,13.41,13,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
1069,19.6,7,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
1141,18.28,9,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True
535,16.72,9,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
819,21.48,7,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1114,13.65,13,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
216,19.26,7,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
533,20.94,9,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
28,19.49,8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1201,24.67,8,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
429,21.15,9,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1233,24.93,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
843,13.57,13,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
722,21.06,9,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
524,21.14,9,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
937,13.42,13,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
1111,15.86,14,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
355,13.62,14,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
1091,13.78,13,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
598,21.73,7,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
257,20.27,12,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
292,24.46,9,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
26,19.49,7,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
337,19.12,7,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
550,20.13,12,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
48,13.69,14,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
319,13.45,13,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
107,21.46,7,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
866,25.08,7,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
56,21.38,7,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False
693,16.72,5,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
214,15.38,14,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
121,24.55,7,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
852,13.62,13,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
479,21.33,6,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
995,15.73,14,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True
73,16.09,14,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
411,21.23,14,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True
650,17.15,9,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
807,15.92,14,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True
546,16.21,9,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
433,13.43,13,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
491,21.28,7,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
968,24.7,14,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
849,15.5,14,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
597,16.37,9,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
781,16.85,9,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
584,18.29,9,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
544,16.31,7,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False
326,15.59,6,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
555,21.33,7,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
1001,20.75,11,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
317,19.75,9,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
667,20.37,12,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True
1197,21.35,8,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
571,24.8,8,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
737,21.61,7,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1064,16.86,5,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True
1043,21.09,9,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
591,24.77,8,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
61,16.89,5,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
434,13.44,13,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
778,16.84,5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
93,13.55,13,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
931,19.62,9,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True
465,24.77,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
352,18.09,8,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1011,15.81,14,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True
281,16.65,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
498,16.2,9,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1003,21.18,9,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
360,24.62,7,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
902,16.92,5,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
592,21.29,7,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
911,15.56,14,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
775,15.75,14,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False
482,15.98,9,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
537,19.39,7,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False
782,16.85,9,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
183,16.4,5,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1048,16.36,14,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
904,21.05,9,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
111,16.7,8,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
371,21.31,7,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
459,21.31,14,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
240,25.05,7,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
1066,15.62,14,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
679,20.2,11,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
932,21.1,14,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True
205,20.55,11,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
889,21.14,9,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
873,20.27,12,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
262,21.4,13,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
539,21.47,14,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False
714,21.35,7,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
1194,21.08,9,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
340,25.04,7,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
719,20.29,11,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
717,19.18,7,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
837,19.26,7,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
184,16.4,9,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
138,13.5,14,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1204,21.16,5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1062,21.03,9,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
880,16.88,5,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True
81,21.34,7,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
543,16.31,14,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
858,21.38,9,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1189,13.49,13,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True
30,21.22,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
784,15.87,14,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
472,21.38,14,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
983,25.04,8,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
166,15.62,14,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
249,13.62,13,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
308,21.03,9,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
910,15.76,14,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
1161,16.21,14,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
335,21.35,13,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
98,19.13,7,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1206,16.62,9,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
1067,15.62,13,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
869,24.74,8,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
1016,19.09,7,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
742,13.56,13,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
786,13.52,13,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True
1126,21.53,7,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
303,16.78,5,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
1010,21.14,9,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
389,16.94,8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
236,15.84,6,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
877,21.13,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
768,16.95,5,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
306,19.57,7,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
833,13.57,13,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
994,19.89,7,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
250,19.84,12,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True
863,16.12,8,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
72,16.09,14,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
95,19.61,7,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True
590,16.74,5,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True
34,21.42,8,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
845,21.19,14,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True
449,13.58,13,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
446,16.61,5,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
964,24.8,7,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
631,15.33,5,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
799,24.38,8,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
78,24.09,9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
85,17.45,5,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
583,24.4,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
83,16.07,14,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
458,21.17,9,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
797,21.07,9,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True
437,13.48,13,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
891,19.59,7,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
966,16.71,5,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
405,20.45,11,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
1086,15.96,14,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
669,21.22,9,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
890,21.14,9,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
105,21.67,9,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
824,21.24,9,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
651,17.74,9,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
63,15.9,6,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
282,16.07,6,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
712,16.9,9,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
239,21.43,7,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
224,21.06,9,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
146,24.8,7,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1162,13.66,13,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
374,16.52,6,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
119,24.43,7,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
870,16.87,5,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
251,16.8,5,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
1200,21.09,9,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
